start_time,end_time,instrument,note,start_beat,end_beat,note_value
90078,124382,1,63,0.0,1.0,Quarter
90078,124382,1,75,0.0,1.0,Quarter
90078,110558,1,48,0.0,0.375,Dotted Sixteenth
114654,122334,1,55,0.5,0.375,Dotted Sixteenth
124382,139742,1,65,1.0,1.0,Quarter
124382,129501,1,50,1.0,0.375,Dotted Sixteenth
124382,139742,1,77,1.0,1.0,Quarter
133086,138206,1,55,1.5,0.375,Dotted Sixteenth
139742,146398,1,51,2.0,0.375,Dotted Sixteenth
139742,151006,1,67,2.0,0.75,Dotted Eighth
139742,151006,1,79,2.0,0.75,Dotted Eighth
147934,153054,1,55,2.5,0.375,Dotted Sixteenth
154078,159198,1,51,3.0,0.5,Eighth
154078,178654,1,79,3.0,2.0,Half
154078,178654,1,67,3.0,2.0,Half
159198,164318,1,55,3.5,0.375,Dotted Sixteenth
165854,173022,1,60,4.0,0.375,Dotted Sixteenth
174046,178142,1,55,4.5,0.375,Dotted Sixteenth
178654,186334,1,50,5.0,0.5,Eighth
178654,189918,1,68,5.0,0.75,Dotted Eighth
178654,189918,1,80,5.0,0.75,Dotted Eighth
186334,191454,1,55,5.5,0.375,Dotted Sixteenth
192990,219102,1,67,6.0,2.0,Half
192990,200669,1,51,6.0,0.5,Eighth
192990,219102,1,79,6.0,2.0,Half
200669,205790,1,55,6.5,0.375,Dotted Sixteenth
207838,211422,1,60,7.0,0.375,Dotted Sixteenth
213470,216542,1,55,7.5,0.375,Dotted Sixteenth
219102,225758,1,48,8.0,0.5,Eighth
219102,228318,1,75,8.0,0.75,Dotted Eighth
219102,228318,1,63,8.0,0.75,Dotted Eighth
225758,229854,1,55,8.5,0.375,Dotted Sixteenth
231389,236510,1,53,9.0,0.375,Dotted Sixteenth
231389,244701,1,79,9.0,1.0,Quarter
231389,244701,1,67,9.0,1.0,Quarter
238046,243166,1,55,9.5,0.375,Dotted Sixteenth
244701,256990,1,81,10.0,1.0,Quarter
244701,249310,1,51,10.0,0.375,Dotted Sixteenth
244701,256990,1,69,10.0,1.0,Quarter
251358,255454,1,55,10.5,0.375,Dotted Sixteenth
256990,265182,1,83,11.0,0.75,Dotted Eighth
256990,261598,1,50,11.0,0.375,Dotted Sixteenth
256990,265182,1,71,11.0,0.75,Dotted Eighth
262622,266718,1,55,11.5,0.375,Dotted Sixteenth
268766,281566,1,84,12.0,1.0,Quarter
268766,273886,1,51,12.0,0.375,Dotted Sixteenth
268766,281566,1,72,12.0,1.0,Quarter
275934,279518,1,55,12.5,0.375,Dotted Sixteenth
281566,294878,1,85,13.0,1.0,Quarter
281566,285662,1,49,13.0,0.375,Dotted Sixteenth
281566,294878,1,73,13.0,1.0,Quarter
287710,292830,1,55,13.5,0.375,Dotted Sixteenth
294878,298974,1,48,14.0,0.375,Dotted Sixteenth
294878,303582,1,87,14.0,0.75,Dotted Eighth
294878,303582,1,75,14.0,0.75,Dotted Eighth
301022,305630,1,55,14.5,0.375,Dotted Sixteenth
307166,331742,1,75,15.0,2.0,Half
307166,313310,1,48,15.0,0.5,Eighth
307166,331742,1,87,15.0,2.0,Half
313310,318430,1,51,15.5,0.375,Dotted Sixteenth
319966,323550,1,56,16.0,0.375,Dotted Sixteenth
325086,329694,1,51,16.5,0.375,Dotted Sixteenth
331742,343006,1,89,17.0,0.75,Dotted Eighth
331742,338398,1,48,17.0,0.5,Eighth
331742,343006,1,77,17.0,0.75,Dotted Eighth
338398,344542,1,51,17.5,0.375,Dotted Sixteenth
346590,353246,1,46,18.0,0.5,Eighth
346590,372190,1,87,18.0,2.0,Half
346590,372190,1,75,18.0,2.0,Half
353246,357854,1,51,18.5,0.375,Dotted Sixteenth
359902,365022,1,55,19.0,0.375,Dotted Sixteenth
366558,371166,1,51,19.5,0.375,Dotted Sixteenth
372190,380894,1,70,20.0,0.75,Dotted Eighth
372190,377310,1,46,20.0,0.5,Eighth
372190,380894,1,82,20.0,0.75,Dotted Eighth
377310,381918,1,51,20.5,0.375,Dotted Sixteenth
382942,388062,1,44,21.0,0.375,Dotted Sixteenth
382942,396765,1,84,21.0,1.0,Quarter
382942,396765,1,72,21.0,1.0,Quarter
389086,395230,1,48,21.5,0.375,Dotted Sixteenth
396765,407518,1,88,22.0,1.0,Quarter
396765,401374,1,43,22.0,0.375,Dotted Sixteenth
396765,407518,1,76,22.0,1.0,Quarter
402910,405982,1,48,22.5,0.375,Dotted Sixteenth
407518,413662,1,41,23.0,0.375,Dotted Sixteenth
407518,417757,1,89,23.0,0.75,Dotted Eighth
407518,417757,1,77,23.0,0.75,Dotted Eighth
415198,418782,1,48,23.5,0.375,Dotted Sixteenth
420318,425950,1,43,24.0,0.375,Dotted Sixteenth
420318,434142,1,58,24.0,1.0,Quarter
420318,434142,1,70,24.0,1.0,Quarter
427485,432606,1,46,24.5,0.375,Dotted Sixteenth
434142,440286,1,41,25.0,0.375,Dotted Sixteenth
434142,447454,1,62,25.0,1.0,Quarter
434142,447454,1,74,25.0,1.0,Quarter
441822,446430,1,46,25.5,0.375,Dotted Sixteenth
447454,457182,1,63,26.0,0.75,Dotted Eighth
447454,452062,1,39,26.0,0.375,Dotted Sixteenth
447454,457182,1,75,26.0,0.75,Dotted Eighth
453598,458718,1,46,26.5,0.375,Dotted Sixteenth
460254,487390,1,58,27.0,2.0,Half
460254,466910,1,34,27.0,0.5,Eighth
460254,487390,1,67,27.0,2.0,Half
460254,487390,1,63,27.0,2.0,Half
466910,472542,1,46,27.5,0.375,Dotted Sixteenth
474590,479197,1,48,28.0,0.375,Dotted Sixteenth
480733,485854,1,46,28.5,0.375,Dotted Sixteenth
487390,496606,1,60,29.0,0.75,Dotted Eighth
487390,496606,1,68,29.0,0.75,Dotted Eighth
487390,494046,1,34,29.0,0.5,Eighth
487390,496606,1,63,29.0,0.75,Dotted Eighth
494046,498654,1,46,29.5,0.375,Dotted Sixteenth
499678,526814,1,56,30.0,2.0,Half
499678,505310,1,34,30.0,0.5,Eighth
499678,526814,1,65,30.0,2.0,Half
499678,526814,1,62,30.0,2.0,Half
505310,509918,1,46,30.5,0.375,Dotted Sixteenth
511966,517085,1,48,31.0,0.375,Dotted Sixteenth
